Nome,Saldo
Al Dibbert,644.0
Al Emard,709.0
Al Fahey,237.0
Al Gleichner,699.0
Al Gutkowski,622.0
Al Hackett,828.0
Al Hagenes,436.0
Al Hand,311.0
Al Hayes,676.0
Al Heidenreich,32.0
Al Kassulke,864.0
Al Kassulke,686.0
Al Kautzer,343.0
Al Kilback,297.0
Al Kulas VM,365.0
Al Legros,221.0
Al Lemke,64.0
Al Moen LLD,211.0
Al Murazik,88.0
Al Orn,535.0
Al Orn,-125.0
Al Pfeffer,110.0
Al Satterfield,728.0
Al Schiller,198.0
Al Schmeler,966.0
Al Stark,79.0
Al Trantow,623.0
Al Walter,633.0
Al Weimann,762.0
Al Wilkinson,-71.0
Al Wisoky,296.0
Alaina Conn,195.0
Alaina Gusikowski,220.0
Alaina Haley,116.0
Alaina Hansen,369.0
Alaina Koepp,462.0
Alaina Kunze,318.0
Alaina Kutch,686.0
Alaina Luettgen,-73.0
Alaina Rath,885.0
Alaina Waelchi,420.0
Alaina Walsh Ret.,167.0
Alaina Williamson,15.0
Alaina Wolff,146.0
Alaina Yost Jr.,337.0
Alaine Collins,-98.0
Alaine Fisher,550.0
Alaine Grady,210.0
Alaine Hayes MD,434.0
Alaine Hilpert,260.0
Alaine Lueilwitz CPA,-13.0
Alaine Mertz,328.0
Alaine Stamm DDS,154.0
Alaine Waters VM,-82.0
Alaine Wilderman,58.0
Alaine Windler,446.0
Alan Altenwerth,224.0
Alan Auer II,147.0
Alan Bashirian,304.0
Alan Bernhard LLD,108.0
Alan Block,261.0
Alan Boehm,767.0
Alan Cummerata,384.0
Alan Emard LLD,290.0
Alan Gutkowski IV,40.0
Alan Halvorson,-165.0
Alan Jacobson I,827.0
Alan Keebler,855.0
Alan Kertzmann,-8.0
Alan Kshlerin,901.0
Alan Luettgen,666.0
Alan Luettgen LLD,366.0
Alan Mante,530.0
Alan McDermott DC,21.0
Alan Metz,48.0
Alan Muller,659.0
Alan Okuneva,201.0
Alan Quigley,40.0
Alan Rath,366.0
Alan Ritchie,256.0
Alan Robel,180.0
Alan Satterfield,127.0
Alan Sauer,788.0
Alan Schaefer,399.0
Alan Schroeder,150.0
Alan Smitham,260.0
Alan Swift,22.0
Alan Towne,799.0
Alan Walsh I,963.0
Alan Welch,-36.0
Alan Zemlak Sr.,874.0
Alan Zieme II,62.0
Alan Zulauf VM,105.0
Alana Bernhard,-49.0
Alana Hayes,546.0
Alana Keeling III,29.0
Alana Larkin,357.0
Alana Murray,569.0
Alana Murray,660.0
Alana Purdy,-42.0
Alana Rohan MD,318.0
Alana Rowe,447.0
Alana Rutherford,726.0
Alana Weissnat Jr.,934.0
Alana Zulauf,137.0
Alane Beer,628.0
Alane Blick,840.0
Alane Boyer,834.0
Alane Cassin,113.0
Alane Collier V,303.0
Alane Kohler,548.0
Alane Kovacek,179.0
Alane Reichel V,774.0
Alane Schamberger,844.0
Alane Terry VM,-63.0
Alanna Abshire II,868.0
Alanna Bogisich,-113.0
Alanna Herzog,431.0
Alanna Marks,246.0
Alanna Rutherford,608.0
Alanna Sporer,175.0
Alanna Willms I,31.0
Alanna Wiza,886.0
Alayna Ankunding,270.0
Alayna Brekke,352.0
Alayna Connelly,352.0
Alayna Jacobi,910.0
Alayna Jenkins,157.0
Alayna Leffler,639.0
Alayna Lemke,409.0
Alayna Lindgren JD,265.0
Alayna Lueilwitz,165.0
Alayna MacGyver,916.0
Alayna Pfannerstill,426.0
Alba Balistreri,547.0
Alba Barrows,283.0
Alba Bruen,345.0
Alba Deckow V,80.0
Alba Haley II,500.0
Alba Hoeger,759.0
Alba Jacobs,879.0
Alba Rath,618.0
Alba Reichel,787.0
Alba Senger MD,524.0
Alba Steuber,-55.0
Alba Wilkinson,-172.0
Albert Balistreri,154.0
Albert Beahan,452.0
Albert Carroll,105.0
Albert Carter,-90.0
Albert Cummerata,842.0
Albert Cummings,364.0
Albert Cummings Ret.,384.0
Albert Dare,217.0
Albert Dooley,389.0
Albert Durgan,861.0
Albert Gorczany DC,678.0
Albert Goyette,34.0
Albert Harris,648.0
Albert Heathcote Sr.,187.0
Albert Hilpert,647.0
Albert Hyatt Jr.,746.0
Albert Keebler,253.0
Albert Kerluke III,557.0
Albert Kshlerin,214.0
Albert Kuhn,399.0
Albert Langosh,147.0
Albert Lowe,900.0
Albert Lueilwitz DC,790.0
Albert Luettgen,775.0
Albert McDermott,64.0
Albert Metz IV,927.0
Albert O'Keefe III,453.0
Albert Okuneva IV,146.0
Albert Padberg,48.0
Albert Powlowski DC,555.0
Albert Powlowski JD,452.0
Albert Quitzon,637.0
Albert Reichert,729.0
Albert Rippin I,175.0
Albert Sanford,99.0
Albert Schaefer,519.0
Albert Schultz,465.0
Albert Schumm,633.0
Albert Skiles,-55.0
Albert Spencer III,55.0
Albert Vandervort DO,676.0
Albert Von,671.0
Albert Watsica CPA,777.0
Albert Weber,865.0
Albert Wintheiser,336.0
Albert Wyman,-96.0
Albert Yundt,-6.0
Alberta Feil,538.0
Alberta Grady III,852.0
Alberta Harvey,176.0
Alberta Hirthe,749.0
Alberta Kris Esq.,354.0
Alberta Wisoky PhD,792.0
Albertha Armstrong,500.0
Albertha Ebert,452.0
Albertha Heaney,19.0
Albertha Heller,64.0
Albertha Hessel,54.0
Albertha McLaughlin,-1.0
Albertha Powlowski,-136.0
Albertha Strosin,626.0
Albertina Adams,6.0
Albertina Bayer,241.0
Albertina Champlin DVM,322.0
Albertina Corkery,193.0
Albertina Hane Sr.,783.0
Albertina Kassulke,-124.0
Albertina Kuhn,344.0
Albertina Lesch,612.0
Albertina McLaughlin,90.0
Albertina Pollich,153.0
Albertina Schinner IV,883.0
Albertina Wiza MD,761.0
Albertine Bruen III,393.0
Albertine Gerlach,422.0
Albertine Gislason,609.0
Albertine Goldner CPA,572.0
Albertine Homenick,198.0
Albertine McLaughlin,343.0
Albertine Ortiz,582.0
Albertine Pagac VM,677.0
Albertine Smith JD,125.0
Albertine Stamm,400.0
Albertine Torphy,619.0
Albertine Windler MD,696.0
Alberto Abbott,649.0
Alberto Armstrong DO,822.0
Alberto Bergnaum,805.0
Alberto Bode,832.0
Alberto Boehm,788.0
Alberto Bogisich,-34.0
Alberto Breitenberg,324.0
Alberto Corkery,656.0
Alberto Dare,795.0
Alberto Davis Sr.,574.0
Alberto Dicki,394.0
Alberto Dietrich JD,432.0
Alberto Douglas,72.0
Alberto Farrell,480.0
Alberto Farrell,764.0
Alberto Gulgowski,122.0
Alberto Jacobs,185.0
Alberto Johns,-121.0
Alberto Langosh I,256.0
Alberto Langworth,866.0
Alberto Ledner,231.0
Alberto Lind,355.0
Alberto McClure,375.0
Alberto McKenzie DC,296.0
Alberto Mertz,420.0
Alberto Metz,611.0
Alberto Mills,653.0
Alberto Osinski,597.0
Alberto Pagac,422.0
Alberto Predovic,200.0
Alberto Predovic I,-120.0
Alberto Reichert,121.0
Alberto Rodriguez IV,409.0
Alberto Rogahn,102.0
Alberto Rosenbaum,630.0
Alberto Stanton,-75.0
Alberto Toy,52.0
Alberto Vandervort,631.0
Alberto Walter,250.0
Alberto Ward Jr.,568.0
Alberto Weissnat DVM,688.0
Albina Cole,696.0
Albina Corwin,719.0
Albina Dickens,166.0
Albina Harris,277.0
Albina Jakubowski V,485.0
Albina Little,698.0
Albina Nikolaus LLD,770.0
Albina Nolan,100.0
Albina Pouros II,738.0
Albina Smitham,629.0
Albina Witting,270.0
Alda Howell,373.0
Alda Hudson,271.0
Alda Johnston,281.0
Alda Marvin,911.0
Alda Murphy II,386.0
Alda Pfannerstill,156.0
Alda Windler,201.0
Alden Carroll,752.0
Alden Carroll,506.0
Alden Champlin,460.0
Alden Crona,768.0
Alden Hackett,812.0
Alden Hilpert,129.0
Alden Huels,152.0
Alden Jacobson,748.0
Alden Kreiger,822.0
Alden Kuhlman,447.0
Alden Kuhlman,23.0
Alden Kutch,373.0
Alden Kutch DO,441.0
Alden Lueilwitz,446.0
Alden Mertz,702.0
Alden Mills,311.0
Alden Nolan,61.0
Alden Powlowski,159.0
Alden Rice IV,342.0
Alden Robel,275.0
Alden Rowe,353.0
Alden Ryan,473.0
Alden Schowalter,465.0
Alden Smitham,657.0
Alden Terry,-30.0
Alden Walker,732.0
Alden Walker,-11.0
Aldo Bartoletti DDS,367.0
Aldo Bernhard,273.0
Aldo Borer,389.0
Aldo Carter,-67.0
Aldo Dicki DDS,109.0
Aldo Ebert,85.0
Aldo Gorczany,520.0
Aldo Gulgowski,23.0
Aldo Haley DC,522.0
Aldo Hamill,549.0
Aldo Harber,794.0
Aldo Hauck,853.0
Aldo Heller,10.0
Aldo Hickle,507.0
Aldo Johnston,-14.0
Aldo Kerluke,896.0
Aldo Krajcik Esq.,544.0
Aldo Kuphal,148.0
Aldo Kuvalis,883.0
Aldo Leuschke,663.0
Aldo Lindgren Jr.,-29.0
Aldo McDermott,933.0
Aldo Morar,173.0
Aldo O'Reilly,812.0
Aldo Pacocha,691.0
Aldo Prosacco,392.0
Aldo Romaguera,880.0
Aldo Russel MD,822.0
Aldo Sauer MD,169.0
Aldo Sipes DC,438.0
Aldo Terry,-24.0
Aldo Torphy,506.0
Aldo Von I,106.0
Alease Barton,217.0
Alease Bogan,936.0
Alease Larkin,541.0
Alease Larkin,332.0
Alease Little,314.0
Alease Parisian,363.0
Alease Predovic,634.0
Alease Prosacco,441.0
Alease Steuber,318.0
Alease VonRueden,234.0
Alec Abbott,470.0
Alec Abshire,625.0
Alec Altenwerth Sr.,731.0
Alec Anderson,15.0
Alec Barton,456.0
Alec Bode DO,842.0
Alec Braun,590.0
Alec Dare,248.0
Alec DuBuque,71.0
Alec Funk,158.0
Alec Gleason,-32.0
Alec Gottlieb LLD,681.0
Alec Hegmann,140.0
Alec Herman DO,179.0
Alec Jacobi,92.0
Alec Keebler,114.0
Alec Kiehn,892.0
Alec Koss,795.0
Alec Ledner,803.0
Alec Lindgren,416.0
Alec Maggio,167.0
Alec Mills,-151.0
Alec Murazik,795.0
Alec O'Conner,738.0
Alec Pollich,412.0
Alec Ratke I,290.0
Alec Raynor,508.0
Alec Rempel,582.0
Alec Robel,399.0
Alec Roob,121.0
Alec Rutherford,-15.0
Alec Schaefer CPA,546.0
Alec Schamberger,110.0
Alec Shields I,296.0
Alec Spinka,574.0
Alec Sporer,-177.0
Alec Stoltenberg,63.0
Alec Waters,-1.0
Alec Weissnat,51.0
Alec Wilderman,351.0
Alec Wunsch Jr.,536.0
Alec Zemlak,337.0
Alec Zulauf,103.0
Alecia Anderson,983.0
Alecia Cremin JD,265.0
Alecia Gulgowski,99.0
Alecia Huels,169.0
Alecia Larkin,894.0
Alecia Simonis,319.0
Alecia Upton,782.0
Alecia Will DVM,362.0
Alecia Wintheiser,91.0
Alecia Wyman,69.0
Aleen Bernier,417.0
Aleen Borer DO,828.0
Aleen Durgan,622.0
Aleen Fadel,213.0
Aleen Fisher,497.0
Aleen Glover,588.0
Aleen Hyatt,641.0
Aleen Kuhn LLD,426.0
Aleen Kuvalis,226.0
Aleen Murray,796.0
Aleen Schowalter,801.0
Aleen Stehr V,-15.0
Aleida Ankunding LLD,117.0
Aleida Armstrong,819.0
Aleida Barton,546.0
Aleida Greenholt DDS,810.0
Aleida Keebler Esq.,695.0
Aleida Koch JD,345.0
Aleida Leuschke,717.0
Aleida Raynor DO,-182.0
Aleida Reichert,345.0
Aleida Roob,152.0
Aleida Rowe,31.0
Aleida Wisoky JD,759.0
Aleisha Bradtke II,470.0
Aleisha Donnelly,112.0
Aleisha Ferry,464.0
Aleisha Graham,286.0
Aleisha Hand,364.0
Aleisha Klein,224.0
Aleisha Raynor DO,691.0
Alejandra Douglas Sr.,446.0
Alejandra Fay,653.0
Alejandra Kreiger,419.0
Alejandra Kunde DO,446.0
Alejandra Lebsack,248.0
Alejandra Metz,457.0
Alejandra Nikolaus,-100.0
Alejandra Prosacco,876.0
Alejandra Shanahan,315.0
Alejandra Welch,401.0
Alejandra Wiegand,398.0
Alejandra Zieme,476.0
Alejandrina Bashirian,837.0
Alejandrina Becker,144.0
Alejandrina Gusikowski,356.0
Alejandrina Gutmann,723.0
Alejandrina Hand,497.0
Alejandrina Heller,250.0
Alejandrina Reinger,66.0
Alejandrina Sawayn,365.0
Alejandrina Upton JD,562.0
Alejandro Batz,357.0
Alejandro Bernier,801.0
Alejandro Breitenberg,816.0
Alejandro Cassin,853.0
Alejandro D'Amore,60.0
Alejandro Franecki,664.0
Alejandro Hettinger,586.0
Alejandro Hirthe,191.0
Alejandro Jacobson Esq.,325.0
Alejandro Kilback,701.0
Alejandro Maggio,243.0
Alejandro Muller,36.0
Alejandro Rempel,255.0
Alejandro Rohan,698.0
Alejandro Rolfson,123.0
Alejandro Romaguera,652.0
Alejandro Sauer PhD,933.0
Alejandro Tillman II,633.0
Alejandro Ullrich,675.0
Alejandro Will,991.0
Alejandro Will,157.0
Alejandro Williamson,115.0
Alejandro Wolf IV,234.0
Alejandro Wolff,818.0
Alejandro Yundt,178.0
Alejandro Zboncak,176.0
Alena Crooks IV,185.0
Alena Daugherty,656.0
Alena Dibbert VM,825.0
Alena Huel DVM,703.0
Alena Jones JD,635.0
Alena Lebsack,369.0
Alena Medhurst,645.0
Alena Runte,598.0
Alena Willms,815.0
Alena Witting,293.0
Alene Breitenberg Sr.,624.0
Alene Cartwright I,5.0
Alene Heaney,787.0
Alene Heller,336.0
Alene Koepp LLD,419.0
Alene Ruecker CPA,775.0
Alene Tromp,913.0
Alesha Collins,448.0
Alesha Hahn,453.0
Alesha Hermann,255.0
Alesha Kozey,52.0
Alesha Lindgren,492.0
Alesha Schiller,650.0
Aleshia Bahringer,66.0
Aleshia Bartell,216.0
Aleshia Blanda,192.0
Aleshia Brekke,671.0
Aleshia Corkery MD,588.0
Aleshia Fisher,259.0
Aleshia Grant,-157.0
Aleshia Harber DC,733.0
Aleshia Krajcik Jr.,657.0
Aleshia Streich CPA,283.0
Aleshia Wilderman,855.0
Alesia Braun,817.0
Alesia Cassin Jr.,890.0
Alesia Feil,677.0
Alesia Heathcote,793.0
Alesia Kohler,632.0
Alesia Parker,787.0
Alesia Rolfson,733.0
Alesia Sporer,505.0
Alesia Wunsch,-37.0
Alessandra Boyer,271.0
Alessandra Brekke,470.0
Alessandra Considine,220.0
Alessandra Ernser,420.0
Alessandra Feest DO,635.0
Alessandra Heaney,336.0
Alessandra Hessel,713.0
Alessandra Jast,846.0
Alessandra Kilback,556.0
Alessandra Lynch,761.0
Alessandra Rice V,291.0
Alessandra Stokes,633.0
Aleta Anderson,339.0
Aleta Boyer VM,447.0
Aleta Donnelly,191.0
Aleta Goyette,477.0
Aleta Hilpert,397.0
Aleta Hudson,685.0
Aleta Kuhn,608.0
Aleta Langosh DO,765.0
Aleta Sporer,-135.0
Aleta Veum II,564.0
Aletha Donnelly,494.0
Aletha Ebert,209.0
Aletha Green,336.0
Aletha Hamill LLD,727.0
Aletha Turcotte,651.0
Aletha Zboncak,85.0
Alethea Anderson V,532.0
Alethea Batz,288.0
Alethea Berge,697.0
Alethea Donnelly,764.0
Alethea Grant I,268.0
Alethea Halvorson,72.0
Alethea Hermann,5.0
Alethea Jones,171.0
Alethea Padberg,407.0
Alethea Reinger,-15.0
Alethea Tillman,-30.0
Alethea Wintheiser II,566.0
Alethia Balistreri I,23.0
Alethia Cartwright,706.0
Alethia Hoppe,231.0
Alethia Morissette,199.0
Alethia Mueller,680.0
Alethia Purdy,593.0
Alethia Schneider,402.0
Alethia Volkman,266.0
Alex Altenwerth,8.0
Alex Bergnaum,-125.0
Alex Block,93.0
Alex Bruen,628.0
Alex Champlin,118.0
Alex Deckow DO,4.0
Alex Dicki,704.0
Alex Dicki,23.0
Alex Emard LLD,471.0
Alex Erdman,605.0
Alex Fahey,494.0
Alex Farrell,235.0
Alex Fay,745.0
Alex Fay VM,136.0
Alex Gibson,701.0
Alex Goldner,591.0
Alex Gorczany Ret.,302.0
Alex Graham,953.0
Alex Graham,378.0
Alex Hackett PhD,463.0
Alex Halvorson,754.0
Alex Hamill,676.0
Alex Heaney VM,13.0
Alex Hermiston,736.0
Alex Hilll,871.0
Alex Hyatt PhD,71.0
Alex Kozey Sr.,810.0
Alex Kutch,108.0
Alex Kutch,-41.0
Alex Larkin,134.0
Alex Larson,20.0
Alex Lind,53.0
Alex Lynch,258.0
Alex Macejkovic,-128.0
Alex Macejkovic,744.0
Alex Morar II,762.0
Alex Morissette,318.0
Alex Nienow,808.0
Alex Raynor,185.0
Alex Rice,156.0
Alex Runolfsdottir,938.0
Alex Sawayn,96.0
Alex Schaefer,96.0
Alex Stokes,194.0
Alex Streich,83.0
Alex Turner,416.0
Alex Walsh,750.0
Alex Wilderman,561.0
Alex Wolff,629.0
Alex Wolff IV,293.0
Alexa Bayer,24.0
Alexa Beier,642.0
Alexa Fadel,-22.0
Alexa Hilpert,224.0
Alexa Kassulke DDS,483.0
Alexa Leffler,431.0
Alexa Muller,549.0
Alexa Runte V,503.0
Alexa Stroman,467.0
Alexa Will,339.0
Alexa Wolff,744.0
Alexander Barton,62.0
Alexander Bauch,615.0
Alexander Berge,-167.0
Alexander Boyle,393.0
Alexander Carroll,209.0
Alexander Champlin Esq.,550.0
Alexander Emard,-22.0
Alexander Ernser,202.0
Alexander Fahey,788.0
Alexander Glover,179.0
Alexander Gulgowski,761.0
Alexander Haag,-106.0
Alexander Huel,888.0
Alexander Jast,692.0
Alexander Kovacek,448.0
Alexander Kub,436.0
Alexander Labadie,395.0
Alexander Littel,-29.0
Alexander Lynch DDS,336.0
Alexander Mayert,566.0
Alexander Powlowski,501.0
Alexander Reilly PhD,739.0
Alexander Reynolds,812.0
Alexander Sauer,323.0
Alexander Schaefer DVM,491.0
Alexander Schiller,110.0
Alexander Schmidt,423.0
Alexander Schoen,408.0
Alexander Schuppe,764.0
Alexander Stamm,585.0
Alexander Stehr,702.0
Alexander Stroman,835.0
Alexander Terry,751.0
Alexander Thompson,19.0
Alexander Towne V,711.0
Alexander Waelchi,158.0
Alexander Wiegand,765.0
Alexander Wilderman,143.0
Alexander Wintheiser,354.0
Alexander Wisozk,94.0
Alexander Wiza,860.0
Alexander Zieme,680.0
Alexandra Armstrong,-83.0
Alexandra Bauch,172.0
Alexandra Boehm V,792.0
Alexandra Brown IV,435.0
Alexandra Carter,562.0
Alexandra Corkery,-122.0
Alexandra Feeney,722.0
Alexandra Hauck Ret.,723.0
Alexandra Kautzer Ret.,330.0
Alexandra O'Connell Ret.,349.0
Alexandra Ratke,779.0
Alexandra Raynor,476.0
Alexandra Sanford,817.0
Alexandra Stroman,20.0
Alexandra Weber,878.0
Alexandria Brown,-71.0
Alexandria Champlin,196.0
Alexandria Corwin Ret.,616.0
Alexandria Crist,58.0
Alexandria Durgan,448.0
Alexandria Emard Sr.,560.0
Alexandria Frami,789.0
Alexandria Heaney,398.0
Alexandria Hoeger,282.0
Alexandria Hoeger DO,39.0
Alexandria Nolan,726.0
Alexandria O'Kon VM,321.0
Alexandria Pagac,451.0
Alexandria Rodriguez LLD,49.0
Alexandria Rutherford PhD,354.0
Alexandria Wisozk,714.0
Alexandria Wolf DVM,206.0
Alexia Denesik,891.0
Alexia Dickens,553.0
Alexia Hamill,691.0
Alexia Herzog,461.0
Alexia O'Kon,826.0
Alexia Orn,-138.0
Alexia Pacocha,813.0
Alexia Pfeffer,345.0
Alexia Reichel,574.0
Alexia Ritchie I,963.0
Alexia Schneider PhD,514.0
Alexia Simonis PhD,688.0
Alexia Swift,741.0
Alexia Wiegand,169.0
Alexis Altenwerth,400.0
Alexis Becker,752.0
Alexis Block LLD,317.0
Alexis Cummings,-22.0
Alexis Dickinson,663.0
Alexis Gislason IV,886.0
Alexis Hammes,730.0
Alexis Hartmann,304.0
Alexis Huel III,715.0
Alexis Jacobi,395.0
Alexis Jast,157.0
Alexis Johnston DC,-50.0
Alexis Keebler,664.0
Alexis Kshlerin,52.0
Alexis Luettgen,624.0
Alexis Luettgen DO,407.0
Alexis Moore,451.0
Alexis Olson,566.0
Alexis Rolfson,772.0
Alexis Rowe,586.0
Alexis Schaefer I,778.0
Alexis Stanton,704.0
Alexis Stanton,144.0
Alexis Steuber,615.0
Alexis Stracke,534.0
Alexis Tillman,360.0
Alexis Treutel,722.0
Alexis Walker,767.0
Alexis Weber,42.0
Alexis Wunsch,664.0
Alexis Yost,791.0
Alexis Zboncak,773.0
Alexis Zulauf,782.0
Alfonso Barrows,335.0
Alfonso Batz,748.0
Alfonso Berge,588.0
Alfonso Bernier,-67.0
Alfonso Christiansen DVM,183.0
Alfonso Gusikowski,143.0
Alfonso Haag,70.0
Alfonso Krajcik,392.0
Alfonso Kshlerin,876.0
Alfonso Kunde,416.0
Alfonso Larson,655.0
Alfonso Leannon VM,684.0
Alfonso Lesch,-13.0
Alfonso Lesch,373.0
Alfonso Mayer Sr.,737.0
Alfonso McCullough,-92.0
Alfonso Metz,926.0
Alfonso Oberbrunner PhD,212.0
Alfonso Ortiz,452.0
Alfonso Pouros,568.0
Alfonso Quigley,960.0
Alfonso Rath,661.0
Alfonso Renner,68.0
Alfonso Satterfield DVM,886.0
Alfonso Schmidt,108.0
Alfonso Schmidt Esq.,651.0
Alfonso Stanton,291.0
Alfonso Stanton,21.0
Alfonso Walsh DC,593.0
Alfonso Wiegand Sr.,122.0
Alfonzo Abbott,6.0
Alfonzo Cummings,831.0
Alfonzo Cummings Esq.,483.0
Alfonzo Daniel,398.0
Alfonzo Ferry,867.0
Alfonzo Heathcote,679.0
Alfonzo Jaskolski,39.0
Alfonzo Jaskolski,-40.0
Alfonzo Klein,173.0
Alfonzo Krajcik,397.0
Alfonzo Langworth,837.0
Alfonzo Moen,696.0
Alfonzo Monahan,917.0
Alfonzo Murphy,268.0
Alfonzo Ondricka,200.0
Alfonzo Powlowski,785.0
Alfonzo Powlowski I,28.0
Alfonzo Schaden,450.0
Alfonzo Schroeder,-16.0
Alfonzo Sipes,455.0
Alfonzo Volkman,36.0
Alfonzo Waelchi I,201.0
Alfonzo Wilkinson CPA,12.0
Alfred Abbott,-104.0
Alfred Abbott,257.0
Alfred Bergstrom,113.0
Alfred Blanda PhD,755.0
Alfred Blick,33.0
Alfred Boyle,460.0
Alfred Carroll,462.0
Alfred Cremin MD,-24.0
Alfred Gerlach,14.0
Alfred Gleichner,-55.0
Alfred Hoeger,675.0
Alfred Hoppe,702.0
Alfred Jacobs,946.0
Alfred Leannon,-87.0
Alfred Lebsack,49.0
Alfred Lesch DDS,215.0
Alfred Luettgen,85.0
Alfred MacGyver,63.0
Alfred McDermott,496.0
Alfred Nader MD,741.0
Alfred Parisian,275.0
Alfred Powlowski,636.0
Alfred Prohaska,524.0
Alfred Quitzon,-59.0
Alfred Quitzon,46.0
Alfred Reilly,504.0
Alfred Rowe,-11.0
Alfred Russel LLD,-42.0
Alfred Schaefer,32.0
Alfred Spinka,224.0
Alfred Stark,505.0
Alfred Stark,454.0
Alfred Stracke JD,330.0
Alfred VonRueden,299.0
Alfred White,376.0
Alfred Wiegand,-30.0
Alfreda Bashirian Esq.,214.0
Alfreda Carter,180.0
Alfreda Flatley,314.0
Alfreda Fritsch,36.0
Alfreda Hoppe,-36.0
Alfreda Jones,253.0
Alfreda Kutch,-90.0
Alfreda Kutch,585.0
Alfreda Larson I,155.0
Alfreda Maggio,710.0
Alfreda Nicolas,516.0
Alfreda Runte,197.0
Alfreda Walker,577.0
Alfreda Windler,285.0
Alfreda Ziemann,305.0
Alfredia Balistreri,840.0
Alfredia Bosco MD,939.0
Alfredia Christiansen,638.0
Alfredia Dickinson,603.0
Alfredia Harvey,614.0
Alfredia Littel,92.0
Alfredia Marquardt,217.0
Alfredia Mitchell MD,771.0
Alfredia O'Hara,563.0
Alfredia Rath V,233.0
Alfredia Schoen,646.0
Alfredo Berge IV,757.0
Alfredo Brakus,533.0
Alfredo Corkery,98.0
Alfredo Cormier,682.0
Alfredo Crona,71.0
Alfredo Cummerata,538.0
Alfredo Fadel,70.0
Alfredo Fisher,180.0
Alfredo Frami,607.0
Alfredo Gerlach,544.0
Alfredo Hansen,-52.0
Alfredo Heidenreich,213.0
Alfredo Hickle,281.0
Alfredo Jacobi,352.0
Alfredo Jacobson,-39.0
Alfredo Kirlin,678.0
Alfredo Koch,-41.0
Alfredo Lebsack,633.0
Alfredo Lesch,524.0
Alfredo McDermott DO,872.0
Alfredo McKenzie,54.0
Alfredo Morissette V,15.0
Alfredo Mraz,931.0
Alfredo Muller,185.0
Alfredo Nolan,550.0
Alfredo O'Kon,284.0
Alfredo Oberbrunner Sr.,483.0
Alfredo Pacocha,310.0
Alfredo Prohaska Jr.,137.0
Alfredo Renner,454.0
Alfredo Simonis,340.0
Alfredo Stamm VM,513.0
Alfredo Stiedemann,88.0
Alfredo Torp,327.0
Alfredo Torphy,347.0
Alfredo Walsh,486.0
Alfredo Ziemann,267.0
Ali Bergnaum,253.0
Ali Davis,-93.0
Ali Denesik,100.0
Ali Dibbert,-93.0
Ali Farrell,588.0
Ali Gibson,690.0
Ali Goyette,428.0
Ali Gulgowski,137.0
Ali Hansen,-88.0
Ali Hessel,355.0
Ali Hodkiewicz,158.0
Ali Johnson,936.0
Ali Kris,468.0
Ali Kuphal,811.0
Ali Kutch CPA,763.0
Ali Labadie Sr.,91.0
Ali MacGyver,680.0
Ali McClure V,341.0
Ali Mueller,447.0
Ali Nicolas,727.0
Ali Nikolaus,216.0
Ali Nikolaus DC,273.0
Ali O'Reilly,277.0
Ali Oberbrunner,-34.0
Ali Oberbrunner,413.0
Ali Ratke,647.0
Ali Robel,169.0
Ali Rowe CPA,164.0
Ali Stamm PhD,174.0
Ali Stehr,366.0
Ali Waelchi,553.0
Ali Walter,169.0
Ali White,666.0
Ali Williamson,-37.0
Ali Wisoky,55.0
Alia Cronin,350.0
Alia Koepp,146.0
Alia Leffler CPA,-160.0
Alia Marquardt,264.0
Alia Medhurst CPA,-22.0
Alia Miller,278.0
Alia Rippin,804.0
Alia Turcotte,553.0
Alica Breitenberg JD,194.0
Alica Grimes,540.0
Alica Hoeger,84.0
Alica Kovacek,643.0
Alica Murray,-102.0
Alica Parisian,892.0
Alica Schroeder Ret.,350.0
Alice Altenwerth,508.0
Alice Beer,656.0
Alice Brown,210.0
Alice Cartwright,441.0
Alice Conroy,822.0
Alice Considine,70.0
Alice Frami,58.0
Alice Graham,366.0
Alice Hoppe CPA,214.0
Alice Kiehn,656.0
Alice Langosh,-76.0
Alice Leannon,-84.0
Alice MacGyver,445.0
Alice McCullough,718.0
Alice Rempel,-125.0
Alice Skiles Ret.,168.0
Alicia Crist VM,50.0
Alicia Crooks,5.0
Alicia Green V,802.0
Alicia Hackett,866.0
Alicia Klein,406.0
Alicia Mills,174.0
Alicia Schulist,765.0
Alicia Spencer,264.0
Alicia Tromp,43.0
Alicia Volkman,112.0
Alida Anderson,478.0
Alida Corkery,378.0
Alida Crona,360.0
Alida Gerlach IV,679.0
Alida Lemke,892.0
Alida Luettgen,128.0
Alida McCullough,841.0
Alida Morissette,823.0
Alida Rempel,303.0
Alida Sipes,666.0
Alida Walker,871.0
Alida Wisoky,865.0
Alina Gerhold,432.0
Alina Kirlin MD,193.0
Alina Lang,220.0
Alina Leannon,750.0
Alina Lemke,454.0
Alina O'Hara,717.0
Alina Reichel,125.0
Alina Rempel,730.0
Alina Spinka,157.0
Alina Watsica,441.0
Aline Barton,859.0
Aline Farrell,-3.0
Aline Hane,831.0
Aline Oberbrunner Jr.,253.0
Aline Wiegand DC,700.0
Alisa Barton,41.0
Alisa Bogisich,-11.0
Alisa Flatley,-4.0
Alisa Heaney,-103.0
Alisa Larson III,505.0
Alisa Leannon,5.0
Alisa Lebsack,796.0
Alisa Lueilwitz,82.0
Alise Bernhard,718.0
